Wall time,Step,Value
1688123010.4517667,0,0.0
1688123018.20464,0,0.0
1688135971.584846,50000,477.3860168457031
1688149796.9394927,100000,79.71905517578125
1688163521.073445,150000,73.51107025146484
1688177916.0629554,200000,59.31087875366211
1688193428.2176006,250000,27.784318923950195
1688209968.5494902,300000,30.118297576904297
1688232462.6095564,350000,55.142784118652344
1688260679.6997433,400000,110.56377410888672
1688277401.1614277,450000,75.38944244384766
1688294399.4356794,500000,23.106590270996094
1688311508.086477,550000,69.66622924804688
1688328184.211078,600000,40.862701416015625
1688345653.1460755,650000,117.49822998046875
1688364121.49868,700000,27.005020141601562
1688383838.3871324,750000,24.786460876464844
1688403364.610116,800000,32.52094650268555
1688423918.018059,850000,48.97376251220703
1688445209.3587067,900000,72.57207489013672
1688466729.1997368,950000,32.88398361206055
