Wall time,Step,Value
1688344519.4915419,0,0.0
1688345758.6851995,10000,185.91131591796875
1688347141.9479797,20000,225.11953735351562
1688348381.74377,30000,304.07208251953125
1688349740.2640953,40000,290.5392150878906
1688350938.600976,50000,288.35833740234375
1688352205.7931716,60000,239.78738403320312
1688353456.1078277,70000,275.5689392089844
1688354757.4369035,80000,263.2359313964844
1688356032.210328,90000,230.48040771484375
1688357266.117603,100000,232.17800903320312
1688358568.2234497,110000,277.9123840332031
1688359814.4152699,120000,310.7982177734375
1688361063.8758183,130000,295.0870056152344
1688362432.8234172,140000,269.9490051269531
1688363736.7043154,150000,269.9219055175781
1688364984.5017369,160000,321.5338134765625
1688366256.8791764,170000,261.8912048339844
1688367575.0048444,180000,199.26441955566406
1688368836.734132,190000,213.32305908203125
1688370174.811606,200000,260.7701110839844
1688371498.645003,210000,202.51345825195312
1688372865.6675994,220000,233.76202392578125
1688374174.7926388,230000,273.9885559082031
1688375498.364307,240000,200.3590545654297
1688376809.048544,250000,4.478463172912598
1688378163.9412782,260000,13.566628456115723
1688379525.5580313,270000,11.71268081665039
1688380867.6062741,280000,7.800000190734863
1688382175.6122406,290000,7.510026931762695
1688383417.037989,300000,13.381166458129883
1688384800.3831635,310000,9.29792308807373
1688386131.63127,320000,3.9629628658294678
1688387453.2872357,330000,4.045790195465088
1688388770.0227985,340000,3.4000000953674316
1688390144.6941273,350000,11.700525283813477
1688391512.178778,360000,7.308333396911621
1688392925.950274,370000,9.100000381469727
1688394306.3909693,380000,10.195712089538574
1688395679.202154,390000,15.022222518920898
1688397139.3312988,400000,14.48611068725586
1688398608.8043628,410000,13.149999618530273
1688399883.6074457,420000,17.410322189331055
1688401244.1972978,430000,7.320827484130859
1688402597.018693,440000,12.210339546203613
1688403960.7033622,450000,10.467955589294434
1688405353.958832,460000,11.63194465637207
1688406718.1373873,470000,4.0
1688408092.1370635,480000,10.666144371032715
1688409431.9185195,490000,12.775381088256836
1688410846.5113904,500000,4.800000190734863
1688412251.6726272,510000,11.852777481079102
1688413728.3420725,520000,5.798092842102051
1688415077.5528092,530000,6.303030490875244
1688416393.18767,540000,4.857142925262451
1688417805.5871093,550000,16.35270118713379
1688419204.4723468,560000,6.540043354034424
1688420621.0289752,570000,14.745077133178711
1688421967.6088521,580000,18.61540985107422
1688423383.79016,590000,17.90420150756836
1688424804.8752835,600000,5.041130065917969
1688426253.971225,610000,16.00303077697754
1688427700.7536075,620000,11.966666221618652
1688429107.4676714,630000,9.350000381469727
1688430609.895169,640000,13.209419250488281
1688432212.085023,650000,9.851851463317871
1688433661.6746469,660000,18.246599197387695
1688435118.2225971,670000,15.566666603088379
1688436555.510665,680000,6.33904504776001
1688437969.758852,690000,10.765000343322754
1688439445.4541879,700000,16.777050018310547
1688440879.9275177,710000,9.453332901000977
1688442427.274091,720000,9.033333778381348
1688443927.9201374,730000,15.371212005615234
1688445457.5954165,740000,14.536660194396973
1688446967.6309652,750000,13.09053897857666
1688448444.6971335,760000,13.705644607543945
1688449908.039391,770000,9.772727012634277
1688451460.9398549,780000,12.366809844970703
1688452998.5933132,790000,19.20136070251465
1688454566.5537949,800000,11.835159301757812
1688456204.632143,810000,7.419186592102051
1688457729.7194843,820000,7.169052600860596
1688459230.018587,830000,17.684982299804688
1688460821.9865253,840000,10.683396339416504
1688462345.3354902,850000,7.09859561920166
1688463901.3295276,860000,13.26388931274414
1688465509.0413616,870000,17.630359649658203
1688467084.0368242,880000,17.650697708129883
1688468663.476472,890000,15.766569137573242
1688470264.718322,900000,13.423328399658203
1688471802.8424776,910000,12.716666221618652
1688473335.6500852,920000,13.466184616088867
1688474832.095489,930000,13.183199882507324
1688476343.3810937,940000,8.895368576049805
1688477894.030275,950000,14.336976051330566
1688479480.6390126,960000,19.02083396911621
1688481044.4409418,970000,12.459802627563477
1688482478.0023909,980000,13.953030586242676
1688483972.4505079,990000,6.277777671813965
