Wall time,Step,Value
1686062815.2057805,0,0.0
1686066506.0154293,10000,152.2622528076172
1686071115.3776608,20000,318.8299865722656
1686075792.3066125,30000,425.96258544921875
1686080372.1037638,40000,463.30584716796875
1686084772.0457797,50000,384.9582214355469
1686089150.7764146,60000,288.0036315917969
1686093673.1953406,70000,146.87535095214844
1686097963.5562541,80000,37.05362319946289
1686102578.9163206,90000,60.57778549194336
1686107262.0028236,100000,29.515602111816406
1686111714.2450447,110000,29.367889404296875
1686116400.65983,120000,54.415706634521484
1686121241.1452632,130000,30.904661178588867
1686125814.6522224,140000,31.5548038482666
1686130477.5683763,150000,33.93680953979492
1686135405.528462,160000,71.84663391113281
1686140044.9557023,170000,90.32659149169922
1686145042.673749,180000,53.33540344238281
1686149778.2663188,190000,43.73534393310547
1686154773.0222526,200000,107.15476989746094
1686159630.6494033,210000,42.41802215576172
1686164166.6132324,220000,26.396080017089844
1686168749.7801669,230000,39.29597091674805
1686173664.06633,240000,44.101951599121094
1686178382.5948114,250000,43.230491638183594
1686183191.4429357,260000,119.96987915039062
1686188092.8530092,270000,29.27233123779297
1686192687.470269,280000,47.18612289428711
1686197170.3384025,290000,22.78729820251465
1686202095.544175,300000,60.06557846069336
1686206775.410291,310000,40.12791442871094
1686211750.2371862,320000,38.34368896484375
1686216544.7924187,330000,30.024169921875
1686221061.4171293,340000,47.114322662353516
1686225727.8924928,350000,36.627708435058594
1686230716.781088,360000,59.33311462402344
1686235254.372261,370000,28.109525680541992
1686240057.5971694,380000,32.84652328491211
1686245115.1888988,390000,94.31278228759766
1686250274.3919327,400000,37.02901077270508
1686255229.2131891,410000,37.62449645996094
1686260210.329439,420000,32.365325927734375
1686265031.025673,430000,40.02037811279297
1686270089.8320642,440000,51.42036437988281
1686275113.9552665,450000,28.592876434326172
1686279917.4133081,460000,114.33773040771484
1686284990.5409465,470000,44.75693130493164
1686290064.9586327,480000,44.060462951660156
1686295406.0046716,490000,119.32264709472656
1686300812.643429,500000,51.36766052246094
1686305833.9949296,510000,41.96895980834961
1686311112.9968011,520000,24.87835693359375
1686316336.6800559,530000,42.55180740356445
1686321989.1849225,540000,148.15257263183594
1686327374.5914788,550000,62.591636657714844
1686332360.4841704,560000,21.508174896240234
1686337288.8706625,570000,17.976367950439453
1686342300.017191,580000,25.941444396972656
1686347294.7015033,590000,59.642784118652344
1686352658.890274,600000,54.135520935058594
1686357716.5625706,610000,49.18319320678711
1686363098.0506706,620000,50.82423782348633
1686368695.909579,630000,36.84457015991211
1686374177.7028358,640000,26.666757583618164
1686379676.8747897,650000,21.226459503173828
1686384840.0367677,660000,22.837724685668945
1686390520.4748025,670000,49.41097640991211
1686395803.9521558,680000,36.782955169677734
1686401483.701309,690000,76.74747467041016
1686407289.1433952,700000,77.06974029541016
1686413074.2422915,710000,68.98283386230469
1686418712.821229,720000,46.19546890258789
1686424223.3013957,730000,70.74017333984375
1686430111.149983,740000,95.24239349365234
1686435719.1115952,750000,48.6199951171875
1686441675.7981253,760000,60.233619689941406
1686447445.1816359,770000,30.544750213623047
1686453162.9324787,780000,31.18423080444336
1686459084.04046,790000,32.98631286621094
1686464752.8968499,800000,64.21817016601562
1686470841.0641239,810000,49.28709030151367
1686477345.3011665,820000,44.32570266723633
1686482940.5417564,830000,34.451229095458984
1686488667.955039,840000,52.22369384765625
1686494739.1075091,850000,72.13755798339844
1686500861.066717,860000,53.03730010986328
1686506850.8129473,870000,71.85224914550781
1686512896.4225352,880000,36.619625091552734
1686518682.3253715,890000,45.71834945678711
1686524530.1090965,900000,39.651824951171875
1686530890.5805154,910000,61.203956604003906
1686536802.4610803,920000,21.786190032958984
1686543261.1456132,930000,45.15185546875
1686549302.2575035,940000,23.73801040649414
1686556349.7608352,950000,26.833538055419922
1686562326.8849201,960000,24.901214599609375
1686569534.9313517,970000,132.2275848388672
1686577289.1009161,980000,52.54673767089844
1686583640.193748,990000,20.205406188964844
