Wall time,Step,Value
1686616000.6545503,0,0.0
1686619164.1316695,10000,163.48927307128906
1686622982.1167705,20000,251.24188232421875
1686626633.2354758,30000,213.169921875
1686630361.6148722,40000,25.222454071044922
1686633978.4704292,50000,32.875587463378906
1686637683.7038238,60000,23.830829620361328
1686641337.4246297,70000,30.088457107543945
1686644960.6453629,80000,22.34296417236328
1686648483.931571,90000,27.98638343811035
1686652209.0792997,100000,22.43813705444336
1686656006.3071537,110000,29.209415435791016
1686659840.940545,120000,19.681869506835938
1686663606.8219683,130000,24.177160263061523
1686667385.3128693,140000,19.20417594909668
1686671218.8498595,150000,20.688274383544922
1686675116.819831,160000,18.48699188232422
1686679002.6718986,170000,18.41730499267578
1686682880.999064,180000,34.62215042114258
1686686781.0101447,190000,24.202661514282227
1686690527.6717167,200000,17.737871170043945
1686694372.836501,210000,21.713300704956055
1686698093.2782376,220000,20.3029727935791
1686701875.6708229,230000,20.561840057373047
1686705755.7959943,240000,27.6500186920166
1686709576.503805,250000,26.302791595458984
1686713344.7745297,260000,20.919002532958984
1686716964.4525068,270000,25.926485061645508
1686720812.331796,280000,23.488845825195312
1686724843.1150324,290000,21.934152603149414
1686728762.7164376,300000,18.422794342041016
1686732591.1864846,310000,29.0447940826416
1686736867.3322587,320000,24.50307846069336
1686740834.493771,330000,17.63882827758789
1686744598.7164485,340000,22.14546775817871
1686748831.369921,350000,15.241483688354492
1686752837.1768508,360000,23.28316307067871
1686756534.8573525,370000,19.398447036743164
1686760415.4006793,380000,19.180225372314453
1686764426.6077852,390000,18.694435119628906
1686768366.8536184,400000,20.47222137451172
1686772267.5611527,410000,24.35538673400879
1686776081.5993128,420000,15.045065879821777
1686779932.3686368,430000,26.15921401977539
1686783934.7211351,440000,26.313051223754883
1686788264.8477345,450000,33.407875061035156
1686792350.4109268,460000,27.43470001220703
1686796617.6893373,470000,19.700849533081055
1686801005.2027504,480000,36.689937591552734
1686805109.4288785,490000,27.131332397460938
1686809307.376156,500000,23.326017379760742
1686813656.2368715,510000,23.28805923461914
1686818077.2745106,520000,21.786935806274414
1686822505.4802322,530000,27.090248107910156
1686826468.642575,540000,25.19912338256836
1686830800.5701444,550000,24.524864196777344
1686834862.4371598,560000,20.04534912109375
1686839415.7924984,570000,27.50531578063965
1686843732.908608,580000,19.036848068237305
1686847670.1936767,590000,22.35710906982422
1686851881.0023468,600000,21.468807220458984
1686856134.071218,610000,19.556066513061523
1686860183.7753892,620000,20.460535049438477
1686864398.4033153,630000,26.06614875793457
1686868613.751287,640000,23.53050994873047
1686872747.4485898,650000,28.33327865600586
1686876810.700196,660000,28.81490707397461
1686881417.013165,670000,18.834449768066406
1686886015.479712,680000,20.111650466918945
1686890506.9535892,690000,12.053327560424805
1686895117.8486564,700000,16.53183937072754
1686899706.5051982,710000,25.839519500732422
1686904495.5198286,720000,19.8913516998291
1686909434.4964094,730000,23.618125915527344
1686914011.653148,740000,17.745132446289062
1686918630.9672174,750000,24.24987030029297
1686923145.370783,760000,21.42453956604004
1686927544.1105256,770000,19.446577072143555
1686932393.186206,780000,27.12813949584961
1686936869.8842344,790000,21.71052360534668
1686941507.1242902,800000,24.78615951538086
1686946457.4051137,810000,16.21875
1686951223.572615,820000,19.260921478271484
1686956024.079752,830000,20.33270835876465
1686960701.1207974,840000,21.750925064086914
1686965612.2364404,850000,26.38423728942871
1686970922.2526894,860000,24.210147857666016
1686975595.9541078,870000,20.53182029724121
1686980738.4735174,880000,31.50503921508789
1686985491.683437,890000,18.142305374145508
1686990525.035928,900000,22.009366989135742
1686995332.15534,910000,18.911802291870117
1687000498.150556,920000,26.893985748291016
1687005703.3638785,930000,26.404640197753906
1687011002.8539872,940000,20.38646125793457
1687016328.7160573,950000,28.826457977294922
1687021380.5347273,960000,20.483224868774414
1687026345.3100839,970000,26.083419799804688
1687031935.456608,980000,23.872011184692383
1687037172.3651826,990000,17.20611000061035
